== Event number 1 ==
1	 78.0547 230.7940 -76.5608 255.3868 2.4413 
-11	 -10.2470 -12.6580 -20.0330 25.8178 0.0112 
11	 -20.5443 -30.7965 -19.0534 41.6357 0.0112 
1000022	 -47.2635 -187.3395 115.6471 245.1828 9410.3964 
1	 98.6491 -164.0054 -169.0914 255.3846 0.0139 
-11	 10.3765 -6.8527 0.9634 12.4728 0.0112 
11	 -75.5151 93.0982 78.9853 143.5566 0.0112 
1000022	 -33.5105 77.7598 89.1427 156.6089 9410.3964 
== Event number 41 ==
1	 166.5064 -165.6271 -100.3223 255.3847 0.0664 
-11	 -15.7389 48.0382 -5.5890 50.8589 0.0112 
11	 -3.1870 16.8310 -17.0441 24.1651 0.0112 
1000022	 -147.5805 100.7579 122.9554 237.6143 9410.3964 
1	 -124.0661 213.9153 63.7886 255.3849 0.3288 
-11	 -12.0334 0.4131 -10.3425 15.8730 0.0112 
11	 -3.2485 -60.0598 3.9851 60.2796 0.0112 
1000022	 139.3479 -154.2686 -57.4312 236.4855 9410.3964 
== Event number 42 ==
1	 15.9869 216.5934 134.2234 255.4440 67.4214 
-11	 27.3261 -32.1503 -7.2312 42.8095 0.0112 
11	 -12.3332 -34.7867 -71.4553 80.4245 0.0112 
1000022	 -30.9797 -149.6564 -55.5368 189.3450 9410.3964 
1	 189.8495 109.1253 -131.4094 255.3874 3.1173 
-11	 -35.5638 -21.3631 60.3653 73.2472 0.0112 
11	 -76.7628 -64.8534 46.6018 110.7710 0.0112 
1000022	 -77.5229 -22.9089 24.4423 128.6174 9410.3964 
== Event number 43 ==
1	 -235.1685 56.7128 -81.8561 255.3852 0.6177 
-11	 89.7028 -16.3343 9.0349 91.6245 0.0112 
11	 81.6996 -20.7777 58.0609 102.3602 0.0112 
1000022	 63.7661 -19.6009 14.7603 118.6532 9410.3964 
1	 -102.8221 -226.0870 -59.4383 255.3857 1.2513 
-11	 -10.8411 7.7677 20.9814 24.8616 0.0112 
11	 41.4014 25.8947 35.6677 60.4716 0.0112 
1000022	 72.2618 192.4246 2.7892 227.3041 9410.3964 
== Event number 44 ==
1	 -127.3510 218.0096 -38.3911 255.3862 1.7634 
-11	 3.0158 -24.8843 33.0198 41.4565 0.0112 
11	 80.4837 -85.5929 -15.2138 118.4704 0.0112 
1000022	 43.8515 -107.5324 20.5850 152.7099 9410.3964 
1	 192.2907 -142.1227 89.7028 255.3849 0.2552 
-11	 -77.5415 55.1947 -38.2648 102.5834 0.0112 
11	 -35.2376 47.2109 -51.8615 78.4869 0.0112 
1000022	 -79.5115 39.7172 0.4235 131.5679 9410.3964 
== Event number 45 ==
1	 -185.2291 -99.9407 -144.6431 255.3874 3.1338 
-11	 -9.2096 5.9343 -5.9934 12.4886 0.0112 
11	 46.0408 37.5398 83.2115 102.2406 0.0112 
1000022	 148.3979 56.4666 67.4251 197.9064 9410.3964 
1	 -165.5393 62.4319 -184.1747 255.3847 0.0240 
-11	 46.4755 -15.5628 79.4092 93.3167 0.0112 
11	 8.3835 25.4071 4.5009 27.1307 0.0112 
1000022	 110.6803 -72.2763 100.2645 192.1910 9410.3964 
== Event number 46 ==
1	 226.1572 77.6367 -89.6921 255.3880 3.8537 
-11	 -19.3399 -2.5054 -19.7616 27.7640 0.0112 
11	 -3.7072 -33.7407 10.4726 35.5228 0.0112 
1000022	 -203.1101 -41.3905 98.9811 249.3482 9410.3964 
1	 -217.7838 82.6299 -104.6948 255.3891 5.1159 
-11	 7.3257 -29.8983 26.7584 40.7872 0.0112 
11	 117.9986 -16.2625 17.5445 120.3992 0.0112 
1000022	 92.4595 -36.4692 60.3920 151.4475 9410.3964 
== Event number 47 ==
1	 -146.3974 47.7364 -203.7405 255.3849 0.2946 
-11	 18.2060 10.3116 -6.1016 21.7952 0.0112 
11	 21.1332 -52.0835 68.9421 88.9513 0.0112 
1000022	 107.0581 -5.9645 140.9000 201.8916 9410.3964 
1	 -237.7530 89.5945 25.8168 255.3865 2.1004 
-11	 46.8982 -44.1522 -25.3909 69.2356 0.0112 
11	 96.2484 -48.5924 2.0781 107.8393 0.0112 
1000022	 94.6063 3.1502 -2.5041 135.5616 9410.3964 
== Event number 48 ==
1	 141.6119 110.4021 181.6003 255.3848 0.1970 
-11	 -53.1853 -2.1754 -46.6257 70.7628 0.0112 
11	 21.6877 -9.3888 -18.9880 30.3160 0.0112 
1000022	 -110.1143 -98.8379 -115.9865 211.5594 9410.3964 
1	 -249.1866 -48.2961 -28.1858 255.3853 0.7102 
-11	 16.0272 -18.8749 17.3674 30.2452 0.0112 
11	 119.2578 57.1309 5.0674 132.3331 0.0112 
1000022	 113.9016 10.0401 5.7510 150.0595 9410.3964 
== Event number 49 ==
1	 -225.5724 -48.9570 -109.2717 255.3868 2.4302 
-11	 12.5610 -0.6817 -17.5931 21.6280 0.0112 
11	 94.7079 35.4775 18.0480 102.7326 0.0112 
1000022	 118.3034 14.1611 108.8167 188.2756 9410.3964 
1	 -93.1255 136.6317 -194.6296 255.3847 0.0985 
-11	 42.2885 -57.9228 71.1681 101.0360 0.0112 
11	 37.7248 10.5845 24.2747 46.0920 0.0112 
1000022	 13.1121 -89.2934 99.1868 165.5103 9410.3964 
== Event number 50 ==
1	 -175.7447 150.6182 -107.9314 255.3848 0.1296 
-11	 12.2153 -3.7386 -17.3091 21.5129 0.0112 
11	 82.0510 -32.0385 66.3517 110.2787 0.0112 
1000022	 81.4784 -114.8411 58.8888 180.8466 9410.3964 
1	 -42.3233 -248.2618 -42.3803 255.3847 0.0636 
-11	 40.2730 63.4506 4.7595 75.3031 0.0112 
11	 15.8381 72.3891 47.2705 87.8951 0.0112 
1000022	 -13.7879 112.4221 -9.6498 149.4401 9410.3964 
== Event number 51 ==
1	 67.9687 245.9403 -10.7219 255.3846 0.0002 
-11	 -30.1532 -56.3164 -25.5522 68.8017 0.0112 
11	 -2.6955 -7.9162 33.8515 34.8693 0.0112 
1000022	 -35.1200 -181.7076 2.4226 208.9673 9410.3964 
1	 20.9151 150.8849 204.9820 255.3846 0.0002 
-11	 14.2664 -30.2811 -1.5709 33.5105 0.0112 
11	 4.7051 -46.5763 -112.4049 121.7635 0.0112 
1000022	 -39.8866 -74.0275 -91.0062 157.3643 9410.3964 
== Event number 52 ==
1	 -8.4913 122.4786 223.9343 255.3873 3.0117 
-11	 10.5628 -60.3001 -64.9322 89.2406 0.0112 
11	 15.8367 12.0897 -65.6313 68.5890 0.0112 
1000022	 -17.9081 -74.2682 -93.3707 154.8061 9410.3964 
1	 -248.6556 28.3553 50.8617 255.3859 1.3926 
-11	 44.9994 16.9119 -33.3370 58.5006 0.0112 
11	 23.1945 -4.7555 31.6983 39.5651 0.0112 
1000022	 180.4617 -40.5117 -49.2230 214.5715 9410.3964 
== Event number 53 ==
1	 191.5180 76.9178 150.4005 255.3934 9.9942 
-11	 -72.1868 -14.6027 -20.2704 76.3876 0.0112 
11	 14.4776 -23.1641 -18.7472 33.1307 0.0112 
1000022	 -133.8088 -39.1509 -111.3830 203.1112 9410.3964 
1	 88.9600 190.2602 -145.2749 255.3905 6.6801 
-11	 -34.4089 -6.1744 7.1127 35.6749 0.0112 
11	 -31.3969 -32.0991 69.2794 82.5577 0.0112 
1000022	 -23.1542 -151.9868 68.8828 194.3999 9410.3964 
== Event number 54 ==
1	 212.0217 -66.2106 -126.0315 255.3851 0.5609 
-11	 9.1595 2.4916 18.0894 20.4289 0.0112 
